"LOT_QTY","QC_QTY","ITEM_TYPE","ITEM_QC_TYPE","QC_TYPE","WORK_ORDER_QTY","WORK_WORKER","QC_MONTH","QC_WEEKDAY","INSPECTION_RISK_SCORE","SUMMER_FLAG","WINTER_FLAG","RISK_LEVEL"
500000,5000,10,20,20,0,NONE,"02","5",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","6",3,0,1,LOW
95637,956,20,20,20,95637,EMP1005,"03","7",2,0,0,LOW
87850,879,20,20,20,87850,EMP1005,"03","2",6,0,0,LOW
500000,5000,10,20,20,0,NONE,"02","5",3,0,1,HIGH
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","5",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","5",7,0,1,LOW
94150,942,20,20,20,94150,EMP1005,"03","7",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"02","5",3,0,1,LOW
108500,1085,20,20,20,108500,EMP1005,"03","7",2,0,0,LOW
12569,12569,20,10,10,12569,EMP1005,"03","7",3,0,0,LOW
11546,11546,20,10,10,11546,EMP1005,"03","7",3,0,0,LOW
12374,12374,20,10,10,12374,EMP1005,"03","2",5,0,0,LOW
14260,14260,20,10,10,14260,EMP1005,"03","1",7,0,0,LOW
11804,11804,20,10,10,11804,EMP1005,"03","1",3,0,0,LOW
10843,10843,20,10,10,10843,EMP1005,"03","2",7,0,0,HIGH
11620,11620,20,10,10,11620,EMP1005,"03","1",3,0,0,LOW
13392,13392,20,10,10,13392,EMP1005,"03","1",7,0,0,LOW
1093,1093,30,10,10,1093,EMP1005,"03","7",3,0,0,MEDIUM
1004,1004,30,10,10,1004,EMP1005,"03","1",3,0,0,LOW
1076,1076,30,10,10,1076,EMP1005,"02","6",2,0,1,LOW
1240,1240,30,10,10,1240,EMP1005,"03","7",2,0,0,LOW
300000,3000,10,20,20,0,NONE,"03","7",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"03","7",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"03","7",2,0,0,LOW
300000,3000,10,20,20,0,NONE,"03","7",2,0,0,LOW
1000000,10000,10,20,20,0,NONE,"02","6",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","6",3,0,1,LOW
55162,55162,20,10,10,55162,EMP1059,"03","7",3,0,0,LOW
500000,5000,10,20,20,0,NONE,"02","3",5,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","2",3,0,1,LOW
108500,1085,20,20,20,108500,EMP1005,"02","5",3,0,1,LOW
12569,12569,20,10,10,12569,EMP1005,"02","5",4,0,1,LOW
11546,11546,20,10,10,11546,EMP1005,"02","5",4,0,1,LOW
12374,12374,20,10,10,12374,EMP1005,"02","5",4,0,1,LOW
14260,14260,20,10,10,14260,EMP1005,"02","5",4,0,1,LOW
11804,11804,20,10,10,11804,EMP1005,"02","6",6,0,1,LOW
10843,10843,20,10,10,10843,EMP1005,"02","5",4,0,1,MEDIUM
11620,11620,20,10,10,11620,EMP1005,"02","5",4,0,1,LOW
13392,13392,20,10,10,13392,EMP1005,"02","5",4,0,1,LOW
1093,1093,30,10,10,1093,EMP1005,"02","5",2,0,1,LOW
1004,1004,30,10,10,1004,EMP1005,"03","7",6,0,0,LOW
1076,1076,30,10,10,1076,EMP1005,"02","5",2,0,1,LOW
1240,1240,30,10,10,1240,EMP1005,"02","5",4,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","5",5,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","5",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","5",3,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","5",3,0,1,LOW
55162,55162,20,10,10,55162,EMP1041,"03","7",5,0,0,MEDIUM
95637,956,20,20,20,95637,EMP1041,"02","6",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,LOW
87850,879,20,20,20,87850,EMP1041,"02","6",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",5,0,1,HIGH
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,HIGH
500000,5000,10,20,20,0,NONE,"02","3",7,0,1,LOW
94150,942,20,20,20,94150,EMP1041,"03","1",4,0,0,LOW
1500000,15000,10,20,20,0,NONE,"02","4",3,0,1,LOW
108500,1085,20,20,20,108500,EMP1041,"02","6",3,0,1,LOW
12569,12569,20,10,10,12569,EMP1041,"02","6",4,0,1,LOW
11546,11546,20,10,10,11546,EMP1041,"03","7",5,0,0,LOW
12374,12374,20,10,10,12374,EMP1041,"02","6",4,0,1,LOW
14260,14260,20,10,10,14260,EMP1041,"02","6",4,0,1,LOW
11804,11804,20,10,10,11804,EMP1041,"02","6",4,0,1,LOW
10843,10843,20,10,10,10843,EMP1041,"02","6",4,0,1,LOW
11620,11620,20,10,10,11620,EMP1041,"03","7",4,0,0,LOW
13392,13392,20,10,10,13392,EMP1041,"03","7",4,0,0,LOW
300000,3000,10,20,20,0,NONE,"02","3",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","3",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","3",3,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","3",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","3",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","3",7,0,1,LOW
1000000,10000,10,20,20,0,NONE,"02","3",3,0,1,LOW
500,500,40,10,10,0,NONE,"02","3",2,0,1,LOW
500000,5000,40,20,20,0,NONE,"02","3",5,0,1,LOW
500000,5000,40,20,20,0,NONE,"02","3",5,0,1,LOW
52100,52100,20,10,10,52100,EMP1056,"02","4",4,0,1,LOW
91525,915,20,20,20,91525,EMP1056,"02","4",3,0,1,LOW
76390,764,20,20,20,76390,EMP1056,"02","5",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","2",3,0,1,LOW
91000,910,20,20,20,91000,EMP1056,"02","4",3,0,1,LOW
105790,1058,20,20,20,105790,EMP1056,"02","4",3,0,1,LOW
12029,12029,20,10,10,12029,EMP1056,"02","4",4,0,1,LOW
10042,10042,20,10,10,10042,EMP1056,"02","4",4,0,1,LOW
11960,11960,20,10,10,11960,EMP1056,"02","4",4,0,1,LOW
13906,13906,20,10,10,13906,EMP1056,"02","6",8,0,1,LOW
11300,11300,20,10,10,11300,EMP1056,"02","4",4,0,1,LOW
9430,9430,20,10,10,9430,EMP1056,"02","4",4,0,1,LOW
11232,11232,20,10,10,11232,EMP1056,"02","5",4,0,1,LOW
13058,13058,20,10,10,13058,EMP1056,"02","5",4,0,1,MEDIUM
1046,1046,30,10,10,1046,EMP1056,"03","7",5,0,0,LOW
873,873,30,10,10,873,EMP1056,"02","4",2,0,1,LOW
1040,1040,30,10,10,1040,EMP1056,"02","3",2,0,1,LOW
1209,1209,30,10,10,1209,EMP1056,"02","5",4,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,LOW
55162,55162,20,10,10,55162,EMP1005,"02","5",4,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","3",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","3",3,0,1,LOW
95637,956,20,20,20,95637,EMP1005,"02","5",3,0,1,LOW
87850,879,20,20,20,87850,EMP1005,"02","5",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","3",5,0,1,LOW
94150,942,20,20,20,94150,EMP1005,"02","5",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","3",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","2",3,0,1,HIGH
10039,10039,20,10,10,10039,EMP1006,"02","7",4,0,1,LOW
11960,11960,20,10,10,11960,EMP1006,"02","7",4,0,1,LOW
13903,13903,20,10,10,13903,EMP1006,"02","7",4,0,1,LOW
11296,11296,20,10,10,11296,EMP1006,"02","1",6,0,1,LOW
9428,9428,20,10,10,9428,EMP1006,"02","1",4,0,1,LOW
11232,11232,20,10,10,11232,EMP1006,"02","2",6,0,1,LOW
13057,13057,20,10,10,13057,EMP1006,"02","3",8,0,1,LOW
1046,1046,30,10,10,1046,EMP1006,"02","6",2,0,1,LOW
873,873,30,10,10,873,EMP1006,"02","7",2,0,1,LOW
1040,1040,30,10,10,1040,EMP1006,"02","7",2,0,1,LOW
1209,1209,30,10,10,1209,EMP1006,"02","7",2,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","1",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","1",7,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","1",7,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","1",3,0,1,LOW
52100,52100,20,10,10,52100,EMP1002,"02","3",4,0,1,MEDIUM
91525,915,20,20,20,91525,EMP1002,"02","4",5,0,1,LOW
76387,764,20,20,20,76387,EMP1002,"02","5",7,0,1,HIGH
500000,5000,10,20,20,0,NONE,"02","1",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","1",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","1",3,0,1,HIGH
500000,5000,10,20,20,0,NONE,"02","1",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","1",3,0,1,LOW
91000,910,20,20,20,91000,EMP1002,"02","5",7,0,1,LOW
105787,1058,20,20,20,105787,EMP1002,"02","5",5,0,1,LOW
12029,12029,20,10,10,12029,EMP1002,"02","3",4,0,1,MEDIUM
10039,10039,20,10,10,10039,EMP1002,"02","3",4,0,1,LOW
11960,11960,20,10,10,11960,EMP1002,"02","4",6,0,1,LOW
13903,13903,20,10,10,13903,EMP1002,"02","3",4,0,1,LOW
11296,11296,20,10,10,11296,EMP1002,"02","3",4,0,1,LOW
9428,9428,20,10,10,9428,EMP1002,"02","4",4,0,1,LOW
11232,11232,20,10,10,11232,EMP1002,"02","4",4,0,1,LOW
13057,13057,20,10,10,13057,EMP1002,"02","4",4,0,1,MEDIUM
1046,1046,30,10,10,1046,EMP1002,"02","3",2,0,1,LOW
873,873,30,10,10,873,EMP1002,"02","3",2,0,1,LOW
1040,1040,30,10,10,1040,EMP1002,"02","3",2,0,1,LOW
1209,1209,30,10,10,1209,EMP1002,"02","4",4,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","3",3,0,1,HIGH
500000,5000,10,20,20,0,NONE,"02","4",5,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","4",3,0,1,LOW
91525,915,20,20,20,91525,EMP1055,"02","6",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","3",3,0,1,LOW
76387,764,20,20,20,76387,EMP1055,"02","6",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,LOW
91000,910,20,20,20,91000,EMP1055,"02","7",7,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,LOW
105787,1058,20,20,20,105787,EMP1055,"02","6",3,0,1,LOW
12029,12029,20,10,10,12029,EMP1055,"02","6",4,0,1,MEDIUM
10039,10039,20,10,10,10039,EMP1055,"02","6",4,0,1,LOW
11960,11960,20,10,10,11960,EMP1055,"02","1",6,0,1,HIGH
13903,13903,20,10,10,13903,EMP1055,"02","6",4,0,1,LOW
11296,11296,20,10,10,11296,EMP1055,"02","2",6,0,1,LOW
9428,9428,20,10,10,9428,EMP1055,"02","2",6,0,1,HIGH
11232,11232,20,10,10,11232,EMP1055,"02","6",4,0,1,LOW
13057,13057,20,10,10,13057,EMP1055,"02","7",4,0,1,LOW
1046,1046,30,10,10,1046,EMP1055,"02","6",2,0,1,LOW
873,873,30,10,10,873,EMP1055,"02","6",2,0,1,LOW
1040,1040,30,10,10,1040,EMP1055,"02","6",2,0,1,LOW
1209,1209,30,10,10,1209,EMP1055,"02","6",2,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","6",7,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","6",5,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","6",3,0,1,HIGH
300000,3000,10,20,20,0,NONE,"02","6",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","5",3,0,1,LOW
52100,52100,20,10,10,52100,EMP1006,"02","7",4,0,1,LOW
91525,915,20,20,20,91525,EMP1006,"02","7",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","5",3,0,1,LOW
76387,764,20,20,20,76387,EMP1006,"02","2",5,0,1,LOW
91000,910,20,20,20,91000,EMP1006,"02","1",7,0,1,HIGH
500000,5000,10,20,20,0,NONE,"02","5",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,LOW
105787,1058,20,20,20,105787,EMP1006,"02","7",3,0,1,LOW
12029,12029,20,10,10,12029,EMP1006,"02","1",8,0,1,LOW
9982,9982,20,10,10,9982,EMP1007,"02","4",4,0,1,LOW
13255,13255,20,10,10,13255,EMP1007,"02","4",4,0,1,LOW
13437,13437,20,10,10,13437,EMP1007,"02","5",4,0,1,LOW
12420,12420,20,10,10,12420,EMP1007,"02","5",6,0,1,LOW
9377,9377,20,10,10,9377,EMP1007,"02","4",4,0,1,LOW
1227,1227,30,10,10,1227,EMP1007,"02","5",4,0,1,LOW
1244,1244,30,10,10,1244,EMP1007,"02","4",2,0,1,LOW
1150,1150,30,10,10,1150,EMP1007,"02","4",2,0,1,LOW
868,868,30,10,10,868,EMP1007,"02","4",2,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","4",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","4",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","4",3,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","4",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,LOW
52100,52100,20,10,10,52100,EMP1004,"02","7",8,0,1,HIGH
1500000,15000,10,20,20,0,NONE,"02","2",7,0,1,LOW
1000000,10000,10,20,20,0,NONE,"02","3",3,0,1,LOW
91525,915,20,20,20,91525,EMP1004,"02","5",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","3",3,0,1,LOW
76387,764,20,20,20,76387,EMP1004,"02","6",7,0,1,HIGH
91000,910,20,20,20,91000,EMP1004,"02","6",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","3",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","3",5,0,1,LOW
105787,1058,20,20,20,105787,EMP1004,"02","7",5,0,1,LOW
12029,12029,20,10,10,12029,EMP1004,"02","5",4,0,1,MEDIUM
10039,10039,20,10,10,10039,EMP1004,"02","5",4,0,1,LOW
11960,11960,20,10,10,11960,EMP1004,"02","5",4,0,1,LOW
13903,13903,20,10,10,13903,EMP1004,"02","5",4,0,1,LOW
11296,11296,20,10,10,11296,EMP1004,"02","7",6,0,1,LOW
9428,9428,20,10,10,9428,EMP1004,"02","5",4,0,1,LOW
11232,11232,20,10,10,11232,EMP1004,"02","5",4,0,1,LOW
13057,13057,20,10,10,13057,EMP1004,"02","5",4,0,1,LOW
1046,1046,30,10,10,1046,EMP1004,"02","7",6,0,1,LOW
873,873,30,10,10,873,EMP1004,"02","6",4,0,1,LOW
1040,1040,30,10,10,1040,EMP1004,"02","6",4,0,1,MEDIUM
1209,1209,30,10,10,1209,EMP1004,"02","5",2,0,1,LOW
52100,52100,20,10,10,52100,EMP1055,"02","6",4,0,1,LOW
56112,56112,20,10,10,56112,EMP1005,"02","3",4,0,1,LOW
107362,1074,20,20,20,107362,EMP1005,"02","3",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","7",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","1",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","7",5,0,1,LOW
108850,1089,20,20,20,108850,EMP1005,"02","3",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","1",3,0,1,LOW
100625,1006,20,20,20,100625,EMP1005,"02","4",5,0,1,LOW
75950,760,20,20,20,75950,EMP1005,"02","3",3,0,1,LOW
14110,14110,20,10,10,14110,EMP1005,"02","3",4,0,1,LOW
14306,14306,20,10,10,14306,EMP1005,"02","5",8,0,1,HIGH
13225,13225,20,10,10,13225,EMP1005,"02","4",4,0,1,LOW
9982,9982,20,10,10,9982,EMP1005,"02","3",4,0,1,LOW
13251,13251,20,10,10,13251,EMP1005,"02","4",4,0,1,LOW
13435,13435,20,10,10,13435,EMP1005,"02","4",4,0,1,LOW
12420,12420,20,10,10,12420,EMP1005,"02","3",4,0,1,LOW
9374,9374,20,10,10,9374,EMP1005,"02","5",6,0,1,HIGH
1227,1227,30,10,10,1227,EMP1005,"02","3",2,0,1,LOW
1244,1244,30,10,10,1244,EMP1005,"02","3",2,0,1,LOW
1150,1150,30,10,10,1150,EMP1005,"02","3",2,0,1,LOW
868,868,30,10,10,868,EMP1005,"02","2",2,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","1",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","2",5,0,1,LOW
56115,56115,20,10,10,56115,EMP1007,"02","4",4,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","2",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","2",3,0,1,LOW
107365,1074,20,20,20,107365,EMP1007,"02","4",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","2",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","2",3,0,1,LOW
108850,1089,20,20,20,108850,EMP1007,"02","4",3,0,1,LOW
100625,1006,20,20,20,100625,EMP1007,"02","5",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","2",5,0,1,HIGH
500000,5000,10,20,20,0,NONE,"02","2",3,0,1,LOW
75950,760,20,20,20,75950,EMP1007,"02","4",3,0,1,HIGH
14113,14113,20,10,10,14113,EMP1007,"02","6",6,0,1,LOW
14306,14306,20,10,10,14306,EMP1007,"02","6",6,0,1,LOW
13225,13225,20,10,10,13225,EMP1007,"02","4",4,0,1,LOW
9982,9982,20,10,10,9982,EMP1050,"02","1",4,0,1,LOW
13251,13251,20,10,10,13251,EMP1050,"02","2",6,0,1,LOW
13435,13435,20,10,10,13435,EMP1050,"02","1",4,0,1,LOW
12420,12420,20,10,10,12420,EMP1050,"02","3",8,0,1,LOW
9374,9374,20,10,10,9374,EMP1050,"02","1",8,0,1,LOW
1227,1227,30,10,10,1227,EMP1050,"02","7",2,0,1,LOW
1244,1244,30,10,10,1244,EMP1050,"02","7",2,0,1,LOW
1150,1150,30,10,10,1150,EMP1050,"02","1",4,0,1,LOW
868,868,30,10,10,868,EMP1050,"02","7",4,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","7",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","7",7,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","7",5,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","7",3,0,1,LOW
56112,56112,20,10,10,56112,EMP1057,"02","1",4,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","6",5,0,1,LOW
107362,1074,20,20,20,107362,EMP1057,"02","1",3,0,1,MEDIUM
108850,1089,20,20,20,108850,EMP1057,"02","1",3,0,1,MEDIUM
500000,5000,10,20,20,0,NONE,"02","6",5,0,1,LOW
100625,1006,20,20,20,100625,EMP1057,"02","1",3,0,1,LOW
75950,760,20,20,20,75950,EMP1057,"02","1",3,0,1,LOW
14110,14110,20,10,10,14110,EMP1057,"02","1",4,0,1,LOW
14306,14306,20,10,10,14306,EMP1057,"02","1",4,0,1,LOW
13225,13225,20,10,10,13225,EMP1057,"02","3",6,0,1,LOW
9982,9982,20,10,10,9982,EMP1057,"02","3",6,0,1,HIGH
13251,13251,20,10,10,13251,EMP1057,"02","1",4,0,1,LOW
13435,13435,20,10,10,13435,EMP1057,"02","2",8,0,1,LOW
12420,12420,20,10,10,12420,EMP1057,"02","2",6,0,1,LOW
9374,9374,20,10,10,9374,EMP1057,"02","2",6,0,1,LOW
1227,1227,30,10,10,1227,EMP1057,"02","2",4,0,1,LOW
1244,1244,30,10,10,1244,EMP1057,"02","1",2,0,1,LOW
1150,1150,30,10,10,1150,EMP1057,"02","2",4,0,1,LOW
868,868,30,10,10,868,EMP1057,"02","1",2,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","2",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","2",3,0,1,HIGH
250000,2500,10,20,20,0,NONE,"02","2",7,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","2",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","7",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","3",3,0,1,LOW
108850,1089,20,20,20,108850,EMP1044,"02","7",5,0,1,LOW
100625,1006,20,20,20,100625,EMP1044,"02","6",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",7,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,HIGH
500000,5000,10,20,20,0,NONE,"02","4",7,0,1,HIGH
500000,5000,10,20,20,0,NONE,"02","3",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","4",3,0,1,LOW
75950,760,20,20,20,75950,EMP1044,"02","6",3,0,1,LOW
14110,14110,20,10,10,14110,EMP1044,"02","6",4,0,1,LOW
14306,14306,20,10,10,14306,EMP1044,"02","1",8,0,1,LOW
13225,13225,20,10,10,13225,EMP1044,"02","6",4,0,1,LOW
9982,9982,20,10,10,9982,EMP1044,"02","6",4,0,1,LOW
13251,13251,20,10,10,13251,EMP1044,"02","6",4,0,1,LOW
13435,13435,20,10,10,13435,EMP1044,"02","6",4,0,1,HIGH
12420,12420,20,10,10,12420,EMP1044,"02","6",4,0,1,LOW
9374,9374,20,10,10,9374,EMP1044,"02","7",4,0,1,MEDIUM
1227,1227,30,10,10,1227,EMP1044,"02","5",2,0,1,LOW
1244,1244,30,10,10,1244,EMP1044,"02","6",2,0,1,LOW
1150,1150,30,10,10,1150,EMP1044,"02","6",2,0,1,LOW
868,868,30,10,10,868,EMP1044,"02","6",2,0,1,LOW
1000000,10000,10,20,20,0,NONE,"02","5",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","5",3,0,1,LOW
56112,56112,20,10,10,56112,EMP1050,"02","7",4,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","5",3,0,1,LOW
107362,1074,20,20,20,107362,EMP1050,"02","7",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","5",3,0,1,LOW
108850,1089,20,20,20,108850,EMP1050,"02","7",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","5",3,0,1,LOW
100625,1006,20,20,20,100625,EMP1050,"02","7",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","5",3,0,1,LOW
75950,760,20,20,20,75950,EMP1050,"02","7",3,0,1,LOW
14110,14110,20,10,10,14110,EMP1050,"02","7",4,0,1,HIGH
14306,14306,20,10,10,14306,EMP1050,"02","7",4,0,1,LOW
13225,13225,20,10,10,13225,EMP1050,"02","7",4,0,1,LOW
12994,12994,20,10,10,12994,EMP1006,"02","4",4,0,1,LOW
8890,8890,20,10,10,8890,EMP1006,"02","5",4,0,1,LOW
903,903,30,10,10,903,EMP1006,"02","3",2,0,1,LOW
1217,1217,30,10,10,1217,EMP1006,"02","6",6,0,1,LOW
1203,1203,30,10,10,1203,EMP1006,"02","4",2,0,1,LOW
823,823,30,10,10,823,EMP1006,"02","3",2,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","3",5,0,1,LOW
56112,56112,20,10,10,56112,EMP1051,"02","6",6,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","3",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","3",5,0,1,LOW
107362,1074,20,20,20,107362,EMP1051,"02","5",3,0,1,LOW
108850,1089,20,20,20,108850,EMP1051,"02","7",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","2",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","3",7,0,1,LOW
100625,1006,20,20,20,100625,EMP1051,"02","5",3,0,1,LOW
75950,760,20,20,20,75950,EMP1051,"02","7",7,0,1,LOW
14110,14110,20,10,10,14110,EMP1051,"02","7",6,0,1,HIGH
14306,14306,20,10,10,14306,EMP1051,"02","5",4,0,1,LOW
13225,13225,20,10,10,13225,EMP1051,"02","5",4,0,1,LOW
9982,9982,20,10,10,9982,EMP1051,"02","5",4,0,1,LOW
13251,13251,20,10,10,13251,EMP1051,"02","6",4,0,1,LOW
13435,13435,20,10,10,13435,EMP1051,"02","6",4,0,1,LOW
12420,12420,20,10,10,12420,EMP1051,"02","6",4,0,1,LOW
9374,9374,20,10,10,9374,EMP1051,"02","6",8,0,1,LOW
1227,1227,30,10,10,1227,EMP1051,"02","5",2,0,1,LOW
1244,1244,30,10,10,1244,EMP1051,"02","6",4,0,1,LOW
1150,1150,30,10,10,1150,EMP1051,"02","5",2,0,1,LOW
868,868,30,10,10,868,EMP1051,"02","4",2,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","5",5,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","5",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","5",3,0,1,HIGH
300000,3000,10,20,20,0,NONE,"02","5",3,0,1,LOW
56112,56112,20,10,10,56112,EMP1044,"02","6",4,0,1,LOW
107362,1074,20,20,20,107362,EMP1044,"02","7",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","4",3,0,1,HIGH
500000,5000,10,20,20,0,NONE,"02","1",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","1",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","1",3,0,1,LOW
106487,1065,20,20,20,106487,EMP1049,"02","3",3,0,1,LOW
105262,1053,20,20,20,105262,EMP1049,"02","4",7,0,1,HIGH
72012,720,20,20,20,72012,EMP1049,"02","3",3,0,1,LOW
10384,10384,20,10,10,10384,EMP1049,"02","3",4,0,1,LOW
13995,13995,20,10,10,13995,EMP1049,"02","3",4,0,1,LOW
13834,13834,20,10,10,13834,EMP1049,"02","5",6,0,1,LOW
9464,9464,20,10,10,9464,EMP1049,"02","3",4,0,1,LOW
9752,9752,20,10,10,9752,EMP1049,"02","4",4,0,1,LOW
13143,13143,20,10,10,13143,EMP1049,"02","4",4,0,1,LOW
12992,12992,20,10,10,12992,EMP1049,"02","4",4,0,1,LOW
8888,8888,20,10,10,8888,EMP1049,"02","4",4,0,1,LOW
903,903,30,10,10,903,EMP1049,"02","3",2,0,1,LOW
1217,1217,30,10,10,1217,EMP1049,"02","3",4,0,1,LOW
1203,1203,30,10,10,1203,EMP1049,"02","2",2,0,1,LOW
823,823,30,10,10,823,EMP1049,"02","3",2,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","3",3,0,1,HIGH
250000,2500,10,20,20,0,NONE,"02","3",5,0,1,LOW
250000,2500,10,20,20,0,NONE,"02","3",3,0,1,LOW
300000,3000,10,20,20,0,NONE,"02","3",3,0,1,LOW
51825,51825,20,10,10,51825,EMP1006,"02","4",4,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","2",3,0,1,LOW
79015,790,20,20,20,79015,EMP1006,"02","4",3,0,1,LOW
106490,1065,20,20,20,106490,EMP1006,"02","6",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","2",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","2",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"02","2",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"02","2",3,0,1,LOW
105265,1053,20,20,20,105265,EMP1006,"02","4",3,0,1,LOW
72015,720,20,20,20,72015,EMP1006,"02","4",3,0,1,LOW
