"IO_TYPE","IO_REASON","IO_QTY","LOT_QTY","LOT_FQTY","ITEM_TYPE","ITEM_UNIT_PRICE","STOCK_PREV_QTY","STOCK_AVAIL_QTY","STOCK_RESERVE_QTY","RESERVE_RATE","IO_MONTH","IO_WEEKDAY","RISK_LEVEL"
OUT,판매,1080,1229,0,30,4950,43776,36605,7171,16.38,"04","3",LOW
IN,생산,1229,1229,0,30,4950,43776,36605,7171,16.38,"04","6",LOW
OUT,폐기,149,1229,0,30,4950,43776,36605,7171,16.38,"04","7",HIGH
OUT,판매,869,1017,0,30,4950,41184,32896,8288,20.12,"04","7",LOW
IN,생산,1017,1017,0,30,4950,41184,32896,8288,20.12,"04","6",LOW
OUT,폐기,148,1017,0,30,4950,41184,32896,8288,20.12,"04","7",HIGH
OUT,판매,649,722,0,30,5650,43301,35882,7419,17.13,"04","1",LOW
IN,생산,722,722,0,30,5650,43301,35882,7419,17.13,"04","6",LOW
OUT,폐기,73,722,0,30,5650,43301,35882,7419,17.13,"04","7",HIGH
OUT,판매,839,964,0,30,6350,42284,36873,5411,12.8,"04","7",LOW
IN,생산,964,964,0,30,6350,42284,36873,5411,12.8,"04","6",LOW
OUT,폐기,125,964,0,30,6350,42284,36873,5411,12.8,"04","7",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"04","6",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"04","6",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"04","6",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"04","6",WARNING
IN,생산,49150,49150,0,20,35,229143,194551,34592,15.1,"04","6",WARNING
OUT,폐기,20925,49150,0,20,35,229143,194551,34592,15.1,"04","5",HIGH
IN,생산,107537,107537,0,20,60,263480,248999,14481,5.5,"04","7",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","4",LOW
IN,생산,88987,88987,0,20,60,230524,211757,18767,8.14,"04","6",WARNING
IN,생산,63175,63175,0,20,70,226216,187441,38775,17.14,"04","6",WARNING
IN,생산,84350,84350,0,20,80,221564,175756,45808,20.67,"04","6",WARNING
IN,생산,14133,14133,0,20,455,20794,17520,3274,15.74,"04","7",WARNING
OUT,폐기,7710,14133,0,20,455,20794,17520,3274,15.74,"04","2",HIGH
IN,생산,11695,11695,0,20,455,21710,17156,4554,20.98,"04","6",WARNING
OUT,폐기,9535,11695,0,20,455,21710,17156,4554,20.98,"04","2",HIGH
IN,생산,8303,8303,0,20,525,17850,16105,1745,9.78,"04","7",WARNING
OUT,폐기,8303,8303,0,20,525,17850,16105,1745,9.78,"04","2",HIGH
IN,생산,11086,11086,0,20,595,17167,15292,1875,10.92,"04","7",WARNING
OUT,폐기,2908,11086,0,20,595,17167,15292,1875,10.92,"04","2",HIGH
IN,생산,13273,13273,0,20,475,450470,374442,76028,16.88,"04","7",LOW
IN,생산,10983,10983,0,20,475,442526,344750,97776,22.09,"04","7",LOW
IN,생산,7797,7797,0,20,545,430346,328042,102304,23.77,"04","7",LOW
IN,생산,10411,10411,0,20,615,440790,367894,72896,16.54,"04","7",LOW
OUT,판매,999,1229,0,30,4950,43776,36605,7171,16.38,"04","4",LOW
IN,생산,1229,1229,0,30,4950,43776,36605,7171,16.38,"04","7",LOW
OUT,폐기,230,1229,0,30,4950,43776,36605,7171,16.38,"04","2",HIGH
OUT,판매,867,1017,0,30,4950,41184,32896,8288,20.12,"04","2",LOW
IN,생산,1017,1017,0,30,4950,41184,32896,8288,20.12,"04","7",LOW
OUT,폐기,150,1017,0,30,4950,41184,32896,8288,20.12,"04","2",HIGH
OUT,판매,613,722,0,30,5650,43301,35882,7419,17.13,"04","2",LOW
IN,생산,722,722,0,30,5650,43301,35882,7419,17.13,"04","7",LOW
OUT,폐기,109,722,0,30,5650,43301,35882,7419,17.13,"04","2",HIGH
OUT,판매,857,964,0,30,6350,42284,36873,5411,12.8,"04","4",LOW
IN,생산,964,964,0,30,6350,42284,36873,5411,12.8,"04","7",LOW
OUT,폐기,107,964,0,30,6350,42284,36873,5411,12.8,"04","2",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"04","1",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"04","1",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"04","1",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"04","1",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"04","7",LOW
IN,생산,49150,49150,0,20,35,229143,194551,34592,15.1,"04","2",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"04","7",WARNING
IN,생산,107537,107537,0,20,60,263480,248999,14481,5.5,"04","2",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","7",LOW
IN,생산,88987,88987,0,20,60,230524,211757,18767,8.14,"04","2",WARNING
IN,생산,63175,63175,0,20,70,226216,187441,38775,17.14,"04","2",WARNING
IN,생산,84350,84350,0,20,80,221564,175756,45808,20.67,"04","2",WARNING
IN,생산,11086,11086,0,20,595,17167,15292,1875,10.92,"04","5",WARNING
IN,생산,11695,11695,0,20,455,21710,17156,4554,20.98,"04","2",WARNING
IN,생산,8303,8303,0,20,525,17850,16105,1745,9.78,"04","3",WARNING
IN,생산,11086,11086,0,20,595,17167,15292,1875,10.92,"04","2",WARNING
IN,생산,13273,13273,0,20,475,450470,374442,76028,16.88,"04","3",LOW
IN,생산,10983,10983,0,20,475,442526,344750,97776,22.09,"04","3",LOW
IN,생산,7660,7797,0,20,545,430346,328042,102304,23.77,"04","3",LOW
IN,생산,10411,10411,0,20,615,440790,367894,72896,16.54,"04","3",LOW
OUT,판매,1049,1229,0,30,4950,43776,36605,7171,16.38,"04","2",LOW
IN,생산,1229,1229,0,30,4950,43776,36605,7171,16.38,"04","3",LOW
OUT,폐기,180,1229,0,30,4950,43776,36605,7171,16.38,"05","2",HIGH
OUT,판매,866,1017,0,30,4950,41184,32896,8288,20.12,"04","7",LOW
IN,생산,1017,1017,0,30,4950,41184,32896,8288,20.12,"04","3",LOW
OUT,폐기,151,1017,0,30,4950,41184,32896,8288,20.12,"05","2",HIGH
OUT,판매,607,722,0,30,5650,43301,35882,7419,17.13,"04","5",LOW
IN,생산,722,722,0,30,5650,43301,35882,7419,17.13,"04","3",LOW
OUT,폐기,115,722,0,30,5650,43301,35882,7419,17.13,"05","2",HIGH
IN,생산,964,964,0,30,6350,42284,36873,5411,12.8,"04","3",LOW
OUT,판매,833,964,0,30,6350,42284,36873,5411,12.8,"04","2",LOW
OUT,폐기,131,964,0,30,6350,42284,36873,5411,12.8,"05","2",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"04","3",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"04","3",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"04","3",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"04","3",WARNING
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"04","2",LOW
IN,생산,49150,49150,0,20,35,229143,194551,34592,15.1,"04","3",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","2",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"04","1",LOW
IN,생산,107540,107540,0,20,60,263480,248999,14481,5.5,"04","3",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"04","2",WARNING
IN,생산,88990,88990,0,20,60,230524,211757,18767,8.14,"04","3",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"04","1",LOW
IN,생산,63175,63175,0,20,70,226216,187441,38775,17.14,"04","3",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","2",LOW
IN,생산,84350,84350,0,20,80,221564,175756,45808,20.67,"04","4",WARNING
IN,생산,14136,14136,0,20,455,20794,17520,3274,15.74,"04","4",WARNING
IN,생산,11698,11698,0,20,455,21710,17156,4554,20.98,"04","4",WARNING
IN,생산,8303,8303,0,20,525,17850,16105,1745,9.78,"04","5",WARNING
IN,생산,11086,11086,0,20,595,17167,15292,1875,10.92,"04","4",WARNING
IN,생산,13050,13274,0,20,475,450470,374442,76028,16.88,"04","4",LOW
IN,생산,10986,10986,0,20,475,442526,344750,97776,22.09,"04","4",LOW
IN,생산,7800,7800,0,20,545,430346,328042,102304,23.77,"04","4",LOW
IN,생산,10412,10412,0,20,615,440790,367894,72896,16.54,"04","4",LOW
OUT,판매,1024,1229,0,30,4950,43776,36605,7171,16.38,"04","4",LOW
IN,생산,1229,1229,0,30,4950,43776,36605,7171,16.38,"04","4",LOW
OUT,폐기,205,1229,0,30,4950,43776,36605,7171,16.38,"05","2",HIGH
OUT,판매,841,1017,0,30,4950,41184,32896,8288,20.12,"04","1",LOW
IN,생산,1017,1017,0,30,4950,41184,32896,8288,20.12,"04","4",LOW
OUT,폐기,176,1017,0,30,4950,41184,32896,8288,20.12,"05","2",HIGH
OUT,판매,632,722,0,30,5650,43301,35882,7419,17.13,"04","2",LOW
IN,생산,722,722,0,30,5650,43301,35882,7419,17.13,"04","4",LOW
OUT,폐기,90,722,0,30,5650,43301,35882,7419,17.13,"05","2",HIGH
OUT,판매,863,964,0,30,6350,42284,36873,5411,12.8,"04","2",LOW
IN,생산,964,964,0,30,6350,42284,36873,5411,12.8,"04","4",LOW
OUT,폐기,101,964,0,30,6350,42284,36873,5411,12.8,"05","2",HIGH
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"04","4",LOW
IN,생산,44187,44187,0,20,35,229143,194551,34592,15.1,"04","5",WARNING
IN,생산,70787,70787,0,20,60,263480,248999,14481,5.5,"04","4",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"04","3",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"04","3",LOW
IN,생산,71312,71312,0,20,60,230524,211757,18767,8.14,"04","4",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","2",LOW
IN,생산,104562,104562,0,20,70,226216,187441,38775,17.14,"04","4",WARNING
IN,생산,62650,62650,0,20,80,221564,175756,45808,20.67,"04","4",WARNING
IN,생산,9303,9303,0,20,455,20794,17520,3274,15.74,"04","5",WARNING
IN,생산,9372,9372,0,20,455,21710,17156,4554,20.98,"04","5",WARNING
IN,생산,13742,13742,0,20,525,17850,16105,1745,9.78,"04","5",WARNING
IN,생산,8047,8234,0,20,595,17167,15292,1875,10.92,"04","4",WARNING
IN,생산,8737,8737,0,20,475,450470,374442,76028,16.88,"04","5",LOW
IN,생산,8802,8802,0,20,475,442526,344750,97776,22.09,"04","5",LOW
IN,생산,12906,12906,0,20,545,430346,328042,102304,23.77,"04","5",LOW
IN,생산,7732,7732,0,20,615,440790,367894,72896,16.54,"04","5",LOW
OUT,판매,654,809,0,30,4950,43776,36605,7171,16.38,"04","6",LOW
IN,생산,809,809,0,30,4950,43776,36605,7171,16.38,"04","5",LOW
OUT,폐기,155,809,0,30,4950,43776,36605,7171,16.38,"05","2",HIGH
OUT,판매,667,815,0,30,4950,41184,32896,8288,20.12,"04","7",LOW
IN,생산,815,815,0,30,4950,41184,32896,8288,20.12,"04","5",LOW
OUT,폐기,148,815,0,30,4950,41184,32896,8288,20.12,"05","2",HIGH
OUT,판매,978,1195,0,30,5650,43301,35882,7419,17.13,"04","1",LOW
IN,생산,1195,1195,0,30,5650,43301,35882,7419,17.13,"04","5",LOW
OUT,폐기,217,1195,0,30,5650,43301,35882,7419,17.13,"05","2",HIGH
OUT,판매,627,716,0,30,6350,42284,36873,5411,12.8,"04","2",LOW
IN,생산,716,716,0,30,6350,42284,36873,5411,12.8,"04","5",LOW
OUT,폐기,89,716,0,30,6350,42284,36873,5411,12.8,"05","2",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"04","5",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"04","5",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"04","5",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"04","5",WARNING
IN,생산,44187,44187,0,20,35,229143,194551,34592,15.1,"04","5",WARNING
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"04","4",LOW
IN,생산,70787,70787,0,20,60,263480,248999,14481,5.5,"04","5",WARNING
IN,생산,71312,71312,0,20,60,230524,211757,18767,8.14,"04","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","3",LOW
IN,생산,14133,14133,0,20,455,20794,17520,3274,15.74,"04","3",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"04","4",LOW
IN,생산,62650,62650,0,20,80,221564,175756,45808,20.67,"04","5",WARNING
IN,생산,9303,9303,0,20,455,20794,17520,3274,15.74,"04","5",WARNING
IN,생산,9245,9372,0,20,455,21710,17156,4554,20.98,"04","6",WARNING
IN,생산,13742,13742,0,20,525,17850,16105,1745,9.78,"04","6",WARNING
IN,생산,8234,8234,0,20,595,17167,15292,1875,10.92,"04","6",WARNING
IN,생산,8737,8737,0,20,475,450470,374442,76028,16.88,"04","6",LOW
IN,생산,8802,8802,0,20,475,442526,344750,97776,22.09,"04","6",LOW
IN,생산,12906,12906,0,20,545,430346,328042,102304,23.77,"04","6",LOW
IN,생산,7732,7732,0,20,615,440790,367894,72896,16.54,"04","6",LOW
OUT,판매,720,809,0,30,4950,43776,36605,7171,16.38,"04","4",LOW
IN,생산,809,809,0,30,4950,43776,36605,7171,16.38,"04","6",LOW
OUT,폐기,89,809,0,30,4950,43776,36605,7171,16.38,"05","2",HIGH
OUT,판매,679,815,0,30,4950,41184,32896,8288,20.12,"04","2",LOW
IN,생산,810,815,0,30,4950,41184,32896,8288,20.12,"04","6",LOW
OUT,폐기,131,815,0,30,4950,41184,32896,8288,20.12,"05","2",HIGH
OUT,판매,1068,1195,0,30,5650,43301,35882,7419,17.13,"04","6",LOW
IN,생산,1195,1195,0,30,5650,43301,35882,7419,17.13,"04","6",LOW
OUT,폐기,127,1195,0,30,5650,43301,35882,7419,17.13,"05","2",HIGH
OUT,판매,592,716,0,30,6350,42284,36873,5411,12.8,"04","1",LOW
IN,생산,714,716,0,30,6350,42284,36873,5411,12.8,"04","6",LOW
OUT,폐기,122,716,0,30,6350,42284,36873,5411,12.8,"05","2",HIGH
IN,생산,44187,44187,0,20,35,229143,194551,34592,15.1,"04","6",WARNING
OUT,폐기,9333,44187,0,20,35,229143,194551,34592,15.1,"05","5",HIGH
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","4",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"04","4",WARNING
IN,생산,70787,70787,0,20,60,263480,248999,14481,5.5,"04","7",WARNING
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"04","4",LOW
IN,생산,71312,71312,0,20,60,230524,211757,18767,8.14,"04","6",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","4",LOW
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"04","5",LOW
IN,생산,104562,104562,0,20,70,226216,187441,38775,17.14,"04","6",WARNING
IN,생산,62650,62650,0,20,80,221564,175756,45808,20.67,"04","6",WARNING
IN,생산,9303,9303,0,20,455,20794,17520,3274,15.74,"04","7",WARNING
IN,생산,9372,9372,0,20,455,21710,17156,4554,20.98,"04","6",WARNING
IN,생산,13742,13742,0,20,525,17850,16105,1745,9.78,"04","7",WARNING
IN,생산,8234,8234,0,20,595,17167,15292,1875,10.92,"04","7",WARNING
IN,생산,8737,8737,0,20,475,450470,374442,76028,16.88,"04","7",LOW
IN,생산,8802,8802,0,20,475,442526,344750,97776,22.09,"04","7",LOW
IN,생산,12906,12906,0,20,545,430346,328042,102304,23.77,"04","7",LOW
IN,생산,7732,7732,0,20,615,440790,367894,72896,16.54,"04","7",LOW
OUT,판매,700,809,0,30,4950,43776,36605,7171,16.38,"04","1",LOW
IN,생산,809,809,0,30,4950,43776,36605,7171,16.38,"04","7",LOW
OUT,폐기,109,809,0,30,4950,43776,36605,7171,16.38,"05","2",HIGH
OUT,판매,658,815,0,30,4950,41184,32896,8288,20.12,"04","4",LOW
IN,생산,815,815,0,30,4950,41184,32896,8288,20.12,"04","7",LOW
OUT,폐기,157,815,0,30,4950,41184,32896,8288,20.12,"05","2",HIGH
OUT,판매,1023,1195,0,30,5650,43301,35882,7419,17.13,"04","1",LOW
IN,생산,1195,1195,0,30,5650,43301,35882,7419,17.13,"04","7",LOW
OUT,폐기,172,1195,0,30,5650,43301,35882,7419,17.13,"05","2",HIGH
OUT,판매,607,716,0,30,6350,42284,36873,5411,12.8,"04","3",LOW
IN,생산,716,716,0,30,6350,42284,36873,5411,12.8,"04","7",LOW
OUT,폐기,109,716,0,30,6350,42284,36873,5411,12.8,"05","2",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"04","7",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"04","7",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"04","7",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"04","7",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"04","7",LOW
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"04","7",LOW
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"04","7",LOW
IN,구매,500000,500000,500000,40,80,7847792,6422197,1425595,18.17,"04","7",LOW
IN,구매,500000,500000,500000,40,80,7859902,7235757,624145,7.94,"04","7",LOW
IN,구매,400000,400000,400000,40,90,6198412,5001757,1196655,19.31,"04","7",LOW
IN,구매,400000,400000,400000,40,100,6215619,4708269,1507350,24.25,"04","7",LOW
IN,구매,30000,30000,30000,40,500,506195,385660,120535,23.81,"04","7",LOW
IN,구매,500,500,500,40,2000,6500,4946,1554,23.91,"04","7",LOW
IN,구매,500000,500000,500000,40,2,5983102,5642447,340655,5.69,"04","7",LOW
IN,구매,500000,500000,500000,40,1,5979519,5344231,635288,10.62,"04","7",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"04","2",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"04","2",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"04","2",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"04","2",WARNING
IN,생산,44187,44187,0,20,35,229143,194551,34592,15.1,"04","2",WARNING
IN,생산,70700,70787,0,20,60,263480,248999,14481,5.5,"04","2",WARNING
IN,생산,71312,71312,0,20,60,230524,211757,18767,8.14,"04","3",WARNING
IN,생산,104562,104562,0,20,70,226216,187441,38775,17.14,"04","2",WARNING
IN,생산,62650,62650,0,20,80,221564,175756,45808,20.67,"04","2",WARNING
IN,생산,9303,9303,0,20,455,20794,17520,3274,15.74,"04","3",WARNING
IN,생산,9372,9372,0,20,455,21710,17156,4554,20.98,"04","3",WARNING
IN,생산,13742,13742,0,20,525,17850,16105,1745,9.78,"04","2",WARNING
IN,생산,8234,8234,0,20,595,17167,15292,1875,10.92,"04","3",WARNING
IN,생산,8737,8737,0,20,475,450470,374442,76028,16.88,"04","3",LOW
IN,생산,8802,8802,0,20,475,442526,344750,97776,22.09,"04","3",LOW
IN,생산,12906,12906,0,20,545,430346,328042,102304,23.77,"04","3",LOW
IN,생산,7732,7732,0,20,615,440790,367894,72896,16.54,"04","3",LOW
IN,생산,104562,104562,0,20,70,226216,187441,38775,17.14,"04","5",WARNING
OUT,판매,707,809,0,30,4950,43776,36605,7171,16.38,"05","1",LOW
IN,생산,809,809,0,30,4950,43776,36605,7171,16.38,"04","3",LOW
OUT,폐기,102,809,0,30,4950,43776,36605,7171,16.38,"05","2",HIGH
OUT,판매,707,815,0,30,4950,41184,32896,8288,20.12,"05","7",LOW
IN,생산,815,815,0,30,4950,41184,32896,8288,20.12,"04","3",LOW
OUT,폐기,108,815,0,30,4950,41184,32896,8288,20.12,"05","2",HIGH
OUT,판매,1038,1195,0,30,5650,43301,35882,7419,17.13,"05","6",LOW
IN,생산,1195,1195,0,30,5650,43301,35882,7419,17.13,"04","3",LOW
OUT,폐기,157,1195,0,30,5650,43301,35882,7419,17.13,"05","2",HIGH
OUT,판매,615,716,0,30,6350,42284,36873,5411,12.8,"05","5",LOW
IN,생산,716,716,0,30,6350,42284,36873,5411,12.8,"04","3",LOW
OUT,폐기,101,716,0,30,6350,42284,36873,5411,12.8,"05","2",HIGH
IN,생산,44190,44190,0,20,35,229143,194551,34592,15.1,"04","3",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","1",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"04","1",WARNING
IN,생산,70790,70790,0,20,60,263480,248999,14481,5.5,"04","3",WARNING
IN,생산,71315,71315,0,20,60,230524,211757,18767,8.14,"04","3",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"04","1",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"04","2",LOW
IN,생산,104565,104565,0,20,70,226216,187441,38775,17.14,"04","4",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","2",LOW
IN,생산,62650,62650,0,20,80,221564,175756,45808,20.67,"04","3",WARNING
IN,생산,9306,9306,0,20,455,20794,17520,3274,15.74,"04","3",WARNING
IN,생산,9375,9375,0,20,455,21710,17156,4554,20.98,"04","3",WARNING
IN,생산,13745,13745,0,20,525,17850,16105,1745,9.78,"04","4",WARNING
IN,생산,8234,8234,0,20,595,17167,15292,1875,10.92,"04","3",WARNING
IN,생산,8738,8738,0,20,475,450470,374442,76028,16.88,"04","4",LOW
IN,생산,8802,8802,0,20,475,442526,344750,97776,22.09,"04","4",LOW
IN,생산,12906,12906,0,20,545,430346,328042,102304,23.77,"04","4",LOW
IN,생산,7639,7736,0,20,615,440790,367894,72896,16.54,"04","4",LOW
OUT,판매,671,809,0,30,4950,43776,36605,7171,16.38,"05","7",LOW
IN,생산,809,809,0,30,4950,43776,36605,7171,16.38,"04","4",LOW
OUT,폐기,138,809,0,30,4950,43776,36605,7171,16.38,"05","2",HIGH
OUT,판매,724,815,0,30,4950,41184,32896,8288,20.12,"05","7",LOW
IN,생산,815,815,0,30,4950,41184,32896,8288,20.12,"04","4",LOW
OUT,폐기,91,815,0,30,4950,41184,32896,8288,20.12,"05","2",HIGH
OUT,판매,957,1195,0,30,5650,43301,35882,7419,17.13,"04","4",LOW
IN,생산,1195,1195,0,30,5650,43301,35882,7419,17.13,"04","4",LOW
OUT,폐기,238,1195,0,30,5650,43301,35882,7419,17.13,"05","2",HIGH
OUT,판매,642,716,0,30,6350,42284,36873,5411,12.8,"05","7",LOW
IN,생산,716,716,0,30,6350,42284,36873,5411,12.8,"04","4",LOW
OUT,폐기,74,716,0,30,6350,42284,36873,5411,12.8,"05","2",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"04","4",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"04","4",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"04","4",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"04","4",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"04","4",LOW
IN,생산,54112,54112,0,20,35,229143,194551,34592,15.1,"04","4",WARNING
IN,생산,112350,112350,0,20,60,263480,248999,14481,5.5,"04","4",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"04","2",WARNING
IN,생산,91262,91262,0,20,60,230524,211757,18767,8.14,"04","4",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","2",LOW
IN,생산,76825,76825,0,20,70,226216,187441,38775,17.14,"04","4",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"04","3",LOW
IN,생산,98350,98350,0,20,80,221564,175756,45808,20.67,"04","4",WARNING
IN,생산,14766,14766,0,20,455,20794,17520,3274,15.74,"04","4",WARNING
IN,생산,11994,11994,0,20,455,21710,17156,4554,20.98,"05","5",WARNING
IN,생산,10097,10097,0,20,525,17850,16105,1745,9.78,"04","4",WARNING
IN,생산,12926,12926,0,20,595,17167,15292,1875,10.92,"05","5",WARNING
IN,생산,13867,13867,0,20,475,450470,374442,76028,16.88,"05","5",LOW
IN,생산,11264,11264,0,20,475,442526,344750,97776,22.09,"05","5",LOW
IN,생산,9482,9482,0,20,545,430346,328042,102304,23.77,"05","5",LOW
IN,생산,12139,12139,0,20,615,440790,367894,72896,16.54,"05","5",LOW
OUT,판매,1063,1284,0,30,4950,43776,36605,7171,16.38,"05","3",LOW
IN,생산,1284,1284,0,30,4950,43776,36605,7171,16.38,"05","5",LOW
OUT,폐기,221,1284,0,30,4950,43776,36605,7171,16.38,"05","2",HIGH
OUT,판매,904,1043,0,30,4950,41184,32896,8288,20.12,"05","2",LOW
IN,생산,1043,1043,0,30,4950,41184,32896,8288,20.12,"05","5",LOW
OUT,폐기,139,1043,0,30,4950,41184,32896,8288,20.12,"05","2",HIGH
OUT,판매,767,878,0,30,5650,43301,35882,7419,17.13,"05","7",LOW
IN,생산,866,878,0,30,5650,43301,35882,7419,17.13,"05","5",LOW
OUT,폐기,99,878,0,30,5650,43301,35882,7419,17.13,"05","2",HIGH
OUT,판매,945,1124,0,30,6350,42284,36873,5411,12.8,"05","2",LOW
IN,생산,1124,1124,0,30,6350,42284,36873,5411,12.8,"05","5",LOW
OUT,폐기,179,1124,0,30,6350,42284,36873,5411,12.8,"05","2",HIGH
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"04","3",LOW
IN,생산,54112,54112,0,20,35,229143,194551,34592,15.1,"05","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","3",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"04","3",WARNING
IN,생산,112350,112350,0,20,60,263480,248999,14481,5.5,"05","6",WARNING
IN,생산,91262,91262,0,20,60,230524,211757,18767,8.14,"05","5",WARNING
IN,생산,76825,76825,0,20,70,226216,187441,38775,17.14,"05","5",WARNING
IN,구매,500000,500000,0,10,12,336958,269808,67150,19.93,"04","4",LOW
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"04","4",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"04","3",LOW
IN,생산,98350,98350,0,20,80,221564,175756,45808,20.67,"05","5",WARNING
IN,생산,14766,14766,0,20,455,20794,17520,3274,15.74,"05","6",WARNING
IN,생산,11994,11994,0,20,455,21710,17156,4554,20.98,"05","6",WARNING
IN,생산,10097,10097,0,20,525,17850,16105,1745,9.78,"05","6",WARNING
IN,생산,12926,12926,0,20,595,17167,15292,1875,10.92,"05","6",WARNING
IN,생산,13867,13867,0,20,475,450470,374442,76028,16.88,"05","6",LOW
IN,생산,11264,11264,0,20,475,442526,344750,97776,22.09,"05","6",LOW
IN,생산,9482,9482,0,20,545,430346,328042,102304,23.77,"05","6",LOW
IN,생산,12139,12139,0,20,615,440790,367894,72896,16.54,"05","6",LOW
OUT,판매,1113,1284,0,30,4950,43776,36605,7171,16.38,"05","1",LOW
IN,생산,1284,1284,0,30,4950,43776,36605,7171,16.38,"05","6",LOW
OUT,폐기,171,1284,0,30,4950,43776,36605,7171,16.38,"05","2",HIGH
OUT,판매,912,1043,0,30,4950,41184,32896,8288,20.12,"05","7",LOW
IN,생산,1043,1043,0,30,4950,41184,32896,8288,20.12,"05","6",LOW
OUT,폐기,131,1043,0,30,4950,41184,32896,8288,20.12,"05","2",HIGH
