"INSPECTION_TYPE","TARGET_TYPE","INSPECTION_RESULT","INSPECTION_REASON","INSPECTION_MONTH","INSPECTION_WEEKDAY","RISK_LEVEL"
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"05","2",WARNING
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"05","4",WARNING
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WORKPLACE,적합,정상,"05","4",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"05","6",WARNING
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WORKPLACE,적합,정상,"05","6",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"05","2",WARNING
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WAREHOUSE,적합,정상,"05","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"04","4",WARNING
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"04","4",WARNING
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"04","6",WARNING
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"04","6",WARNING
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"04","6",WARNING
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WORKPLACE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"04","2",WARNING
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"04","2",WARNING
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WORKPLACE,적합,정상,"04","2",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"04","4",WARNING
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"04","4",WARNING
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WORKPLACE,적합,정상,"04","4",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
GHP,WAREHOUSE,적합,정상,"04","6",NORMAL
